route_id,trip_id,service_id,trip_short_name,trip_headsign,direction_id,shape_id
A,L2AS1_005-LAB,BEI A BLV Laborables,L2AS1_005-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_006-LAB,BEI A BLV Laborables,L2AS1_006-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_007-LAB,BEI A BLV Laborables,L2AS1_007-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_007-SAB,BEI A AND B BLV Sabados,L2AS1_007-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_008-DOM,BEI A AND B BLV Domingos,L2AS1_008-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_008-LAB,BEI A BLV Laborables,L2AS1_008-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_009-DOM,BEI A AND B BLV Domingos,L2AS1_009-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_009-LAB,BEI A BLV Laborables,L2AS1_009-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_010-LAB,BEI A BLV Laborables,L2AS1_010-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_010-SAB,BEI A AND B BLV Sabados,L2AS1_010-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_011-LAB,BEI A BLV Laborables,L2AS1_011-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_012-DOM,BEI A AND B BLV Domingos,L2AS1_012-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_012-LAB,BEI A BLV Laborables,L2AS1_012-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_013-DOM,BEI A AND B BLV Domingos,L2AS1_013-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_013-LAB,BEI A BLV Laborables,L2AS1_013-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_013-SAB,BEI A AND B BLV Sabados,L2AS1_013-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_014-LAB,BEI A BLV Laborables,L2AS1_014-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_015-LAB,BEI A BLV Laborables,L2AS1_015-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_016-DOM,BEI A AND B BLV Domingos,L2AS1_016-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_016-LAB,BEI A BLV Laborables,L2AS1_016-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_016-SAB,BEI A AND B BLV Sabados,L2AS1_016-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_017-DOM,BEI A AND B BLV Domingos,L2AS1_017-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_017-LAB,BEI A BLV Laborables,L2AS1_017-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_018-LAB,BEI A BLV Laborables,L2AS1_018-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_019-LAB,BEI A BLV Laborables,L2AS1_019-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_019-SAB,BEI A AND B BLV Sabados,L2AS1_019-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_020-DOM,BEI A AND B BLV Domingos,L2AS1_020-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_020-LAB,BEI A BLV Laborables,L2AS1_020-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_021-DOM,BEI A AND B BLV Domingos,L2AS1_021-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_021-LAB,BEI A BLV Laborables,L2AS1_021-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_022-LAB,BEI A BLV Laborables,L2AS1_022-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_022-SAB,BEI A AND B BLV Sabados,L2AS1_022-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_023-LAB,BEI A BLV Laborables,L2AS1_023-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_024-DOM,BEI A AND B BLV Domingos,L2AS1_024-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_024-LAB,BEI A BLV Laborables,L2AS1_024-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_025-DOM,BEI A AND B BLV Domingos,L2AS1_025-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_025-LAB,BEI A BLV Laborables,L2AS1_025-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_025-SAB,BEI A AND B BLV Sabados,L2AS1_025-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_026-LAB,BEI A BLV Laborables,L2AS1_026-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_027-LAB,BEI A BLV Laborables,L2AS1_027-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_028-DOM,BEI A AND B BLV Domingos,L2AS1_028-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_028-LAB,BEI A BLV Laborables,L2AS1_028-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_028-SAB,BEI A AND B BLV Sabados,L2AS1_028-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_029-DOM,BEI A AND B BLV Domingos,L2AS1_029-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_029-LAB,BEI A BLV Laborables,L2AS1_029-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_030-LAB,BEI A BLV Laborables,L2AS1_030-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_031-LAB,BEI A BLV Laborables,L2AS1_031-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_031-SAB,BEI A AND B BLV Sabados,L2AS1_031-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_032-DOM,BEI A AND B BLV Domingos,L2AS1_032-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_032-LAB,BEI A BLV Laborables,L2AS1_032-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_033-DOM,BEI A AND B BLV Domingos,L2AS1_033-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_033-LAB,BEI A BLV Laborables,L2AS1_033-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_034-LAB,BEI A BLV Laborables,L2AS1_034-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_034-SAB,BEI A AND B BLV Sabados,L2AS1_034-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_035-LAB,BEI A BLV Laborables,L2AS1_035-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_036-DOM,BEI A AND B BLV Domingos,L2AS1_036-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_036-LAB,BEI A BLV Laborables,L2AS1_036-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_037-DOM,BEI A AND B BLV Domingos,L2AS1_037-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_037-LAB,BEI A BLV Laborables,L2AS1_037-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_037-SAB,BEI A AND B BLV Sabados,L2AS1_037-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_038-LAB,BEI A BLV Laborables,L2AS1_038-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_039-LAB,BEI A BLV Laborables,L2AS1_039-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_040-DOM,BEI A AND B BLV Domingos,L2AS1_040-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_040-LAB,BEI A BLV Laborables,L2AS1_040-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_040-SAB,BEI A AND B BLV Sabados,L2AS1_040-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_041-DOM,BEI A AND B BLV Domingos,L2AS1_041-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_041-LAB,BEI A BLV Laborables,L2AS1_041-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_042-LAB,BEI A BLV Laborables,L2AS1_042-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_043-LAB,BEI A BLV Laborables,L2AS1_043-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_043-SAB,BEI A AND B BLV Sabados,L2AS1_043-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_044-DOM,BEI A AND B BLV Domingos,L2AS1_044-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_044-LAB,BEI A BLV Laborables,L2AS1_044-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_045-DOM,BEI A AND B BLV Domingos,L2AS1_045-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_046-SAB,BEI A AND B BLV Sabados,L2AS1_046-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_048-DOM,BEI A AND B BLV Domingos,L2AS1_048-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_049-DOM,BEI A AND B BLV Domingos,L2AS1_049-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_049-SAB,BEI A AND B BLV Sabados,L2AS1_049-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_052-DOM,BEI A AND B BLV Domingos,L2AS1_052-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_052-SAB,BEI A AND B BLV Sabados,L2AS1_052-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_053-DOM,BEI A AND B BLV Domingos,L2AS1_053-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_055-SAB,BEI A AND B BLV Sabados,L2AS1_055-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_056-DOM,BEI A AND B BLV Domingos,L2AS1_056-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_057-DOM,BEI A AND B BLV Domingos,L2AS1_057-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_058-SAB,BEI A AND B BLV Sabados,L2AS1_058-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_060-DOM,BEI A AND B BLV Domingos,L2AS1_060-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_061-DOM,BEI A AND B BLV Domingos,L2AS1_061-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_061-SAB,BEI A AND B BLV Sabados,L2AS1_061-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_064-DOM,BEI A AND B BLV Domingos,L2AS1_064-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_064-SAB,BEI A AND B BLV Sabados,L2AS1_064-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_065-DOM,BEI A AND B BLV Domingos,L2AS1_065-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_067-SAB,BEI A AND B BLV Sabados,L2AS1_067-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_068-DOM,BEI A AND B BLV Domingos,L2AS1_068-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_069-DOM,BEI A AND B BLV Domingos,L2AS1_069-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_070-SAB,BEI A AND B BLV Sabados,L2AS1_070-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_072-DOM,BEI A AND B BLV Domingos,L2AS1_072-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_073-DOM,BEI A AND B BLV Domingos,L2AS1_073-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_073-SAB,BEI A AND B BLV Sabados,L2AS1_073-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_076-DOM,BEI A AND B BLV Domingos,L2AS1_076-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_076-SAB,BEI A AND B BLV Sabados,L2AS1_076-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_077-DOM,BEI A AND B BLV Domingos,L2AS1_077-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_079-SAB,BEI A AND B BLV Sabados,L2AS1_079-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_080-DOM,BEI A AND B BLV Domingos,L2AS1_080-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_081-DOM,BEI A AND B BLV Domingos,L2AS1_081-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_082-SAB,BEI A AND B BLV Sabados,L2AS1_082-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_084-DOM,BEI A AND B BLV Domingos,L2AS1_084-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_085-DOM,BEI A AND B BLV Domingos,L2AS1_085-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_085-SAB,BEI A AND B BLV Sabados,L2AS1_085-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_088-SAB,BEI A AND B BLV Sabados,L2AS1_088-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_091-SAB,BEI A AND B BLV Sabados,L2AS1_091-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_094-SAB,BEI A AND B BLV Sabados,L2AS1_094-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_097-SAB,BEI A AND B BLV Sabados,L2AS1_097-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_100-SAB,BEI A AND B BLV Sabados,L2AS1_100-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_103-SAB,BEI A AND B BLV Sabados,L2AS1_103-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_106-SAB,BEI A AND B BLV Sabados,L2AS1_106-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_109-SAB,BEI A AND B BLV Sabados,L2AS1_109-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_112-SAB,BEI A AND B BLV Sabados,L2AS1_112-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_115-SAB,BEI A AND B BLV Sabados,L2AS1_115-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_118-SAB,BEI A AND B BLV Sabados,L2AS1_118-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_121-SAB,BEI A AND B BLV Sabados,L2AS1_121-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_124-SAB,BEI A AND B BLV Sabados,L2AS1_124-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS1_501-DOM,BEI A AND B BLV Domingos,L2AS1_501-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS1_502-DOM,BEI A AND B BLV Domingos,L2AS1_502-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_001-LAB,BEI A BLV Laborables,L2AS2_001-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_002-DOM,BEI A AND B BLV Domingos,L2AS2_002-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_002-LAB,BEI A BLV Laborables,L2AS2_002-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_003-DOM,BEI A AND B BLV Domingos,L2AS2_003-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_003-LAB,BEI A BLV Laborables,L2AS2_003-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_003-SAB,BEI A AND B BLV Sabados,L2AS2_003-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_004-LAB,BEI A BLV Laborables,L2AS2_004-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_005-LAB,BEI A BLV Laborables,L2AS2_005-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_006-DOM,BEI A AND B BLV Domingos,L2AS2_006-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_006-LAB,BEI A BLV Laborables,L2AS2_006-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_006-SAB,BEI A AND B BLV Sabados,L2AS2_006-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_007-DOM,BEI A AND B BLV Domingos,L2AS2_007-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_007-LAB,BEI A BLV Laborables,L2AS2_007-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_008-LAB,BEI A BLV Laborables,L2AS2_008-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_009-LAB,BEI A BLV Laborables,L2AS2_009-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_009-SAB,BEI A AND B BLV Sabados,L2AS2_009-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_010-DOM,BEI A AND B BLV Domingos,L2AS2_010-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_010-LAB,BEI A BLV Laborables,L2AS2_010-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_011-DOM,BEI A AND B BLV Domingos,L2AS2_011-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_011-LAB,BEI A BLV Laborables,L2AS2_011-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_012-LAB,BEI A BLV Laborables,L2AS2_012-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_012-SAB,BEI A AND B BLV Sabados,L2AS2_012-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_013-LAB,BEI A BLV Laborables,L2AS2_013-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_014-DOM,BEI A AND B BLV Domingos,L2AS2_014-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_014-LAB,BEI A BLV Laborables,L2AS2_014-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_015-DOM,BEI A AND B BLV Domingos,L2AS2_015-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_015-LAB,BEI A BLV Laborables,L2AS2_015-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_015-SAB,BEI A AND B BLV Sabados,L2AS2_015-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_016-LAB,BEI A BLV Laborables,L2AS2_016-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_017-LAB,BEI A BLV Laborables,L2AS2_017-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_018-DOM,BEI A AND B BLV Domingos,L2AS2_018-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_018-LAB,BEI A BLV Laborables,L2AS2_018-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_018-SAB,BEI A AND B BLV Sabados,L2AS2_018-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_019-DOM,BEI A AND B BLV Domingos,L2AS2_019-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_019-LAB,BEI A BLV Laborables,L2AS2_019-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_020-LAB,BEI A BLV Laborables,L2AS2_020-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_021-LAB,BEI A BLV Laborables,L2AS2_021-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_021-SAB,BEI A AND B BLV Sabados,L2AS2_021-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_022-DOM,BEI A AND B BLV Domingos,L2AS2_022-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_022-LAB,BEI A BLV Laborables,L2AS2_022-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_023-DOM,BEI A AND B BLV Domingos,L2AS2_023-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_023-LAB,BEI A BLV Laborables,L2AS2_023-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_024-LAB,BEI A BLV Laborables,L2AS2_024-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_024-SAB,BEI A AND B BLV Sabados,L2AS2_024-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_025-LAB,BEI A BLV Laborables,L2AS2_025-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_026-DOM,BEI A AND B BLV Domingos,L2AS2_026-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_026-LAB,BEI A BLV Laborables,L2AS2_026-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_027-DOM,BEI A AND B BLV Domingos,L2AS2_027-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_027-LAB,BEI A BLV Laborables,L2AS2_027-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_027-SAB,BEI A AND B BLV Sabados,L2AS2_027-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_028-LAB,BEI A BLV Laborables,L2AS2_028-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_029-LAB,BEI A BLV Laborables,L2AS2_029-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_030-DOM,BEI A AND B BLV Domingos,L2AS2_030-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_030-LAB,BEI A BLV Laborables,L2AS2_030-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_030-SAB,BEI A AND B BLV Sabados,L2AS2_030-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_031-DOM,BEI A AND B BLV Domingos,L2AS2_031-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_031-LAB,BEI A BLV Laborables,L2AS2_031-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_032-LAB,BEI A BLV Laborables,L2AS2_032-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_033-LAB,BEI A BLV Laborables,L2AS2_033-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_033-SAB,BEI A AND B BLV Sabados,L2AS2_033-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_034-DOM,BEI A AND B BLV Domingos,L2AS2_034-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_034-LAB,BEI A BLV Laborables,L2AS2_034-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_035-DOM,BEI A AND B BLV Domingos,L2AS2_035-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_035-LAB,BEI A BLV Laborables,L2AS2_035-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_036-LAB,BEI A BLV Laborables,L2AS2_036-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_036-SAB,BEI A AND B BLV Sabados,L2AS2_036-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_037-LAB,BEI A BLV Laborables,L2AS2_037-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_038-DOM,BEI A AND B BLV Domingos,L2AS2_038-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_038-LAB,BEI A BLV Laborables,L2AS2_038-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_039-DOM,BEI A AND B BLV Domingos,L2AS2_039-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_039-LAB,BEI A BLV Laborables,L2AS2_039-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_039-SAB,BEI A AND B BLV Sabados,L2AS2_039-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_040-LAB,BEI A BLV Laborables,L2AS2_040-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_041-LAB,BEI A BLV Laborables,L2AS2_041-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_042-DOM,BEI A AND B BLV Domingos,L2AS2_042-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_042-LAB,BEI A BLV Laborables,L2AS2_042-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_042-SAB,BEI A AND B BLV Sabados,L2AS2_042-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_043-DOM,BEI A AND B BLV Domingos,L2AS2_043-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_043-LAB,BEI A BLV Laborables,L2AS2_043-LAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_044-LAB,BEI A BLV Laborables,L2AS2_044-LAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_045-SAB,BEI A AND B BLV Sabados,L2AS2_045-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_046-DOM,BEI A AND B BLV Domingos,L2AS2_046-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_047-DOM,BEI A AND B BLV Domingos,L2AS2_047-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_048-SAB,BEI A AND B BLV Sabados,L2AS2_048-SAB,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_050-DOM,BEI A AND B BLV Domingos,L2AS2_050-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
A,L2AS2_051-DOM,BEI A AND B BLV Domingos,L2AS2_051-DOM,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_051-SAB,BEI A AND B BLV Sabados,L2AS2_051-SAB,BEI A / MENDIZORROTZA,0,sha-a6299ed2
A,L2AS2_054-DOM,BEI A AND B BLV Domingos,L2AS2_054-DOM,BEI A / BOULEVARD,0,sha-c3e99cef
