stop_id,stop_name,stop_lat,stop_lon,stop_code,zone_id,stop_timezone,stop_url,level_id,parent_station
1388,Lermandabidea / Ortuoste,42.850236,-2.730011,1388,1,Europe/Madrid,,,
1003,Zaramaga / Reyes de Navarra,42.861230,-2.670000,1003,1,Europe/Madrid,,,
1009,Av. Santiago 43,42.847657,-2.661766,1009,1,Europe/Madrid,,,
1195,Av. Los Huetos / Mercedes,42.856570,-2.714009,1195,1,Europe/Madrid,,,
1045,Madrid / Andalucía,42.854810,-2.657449,1045,1,Europe/Madrid,,,
1402,Bruselas hiribidea  /  Elorriagako atea  -  Av. Bruselas  /  Portal Elorriaga,42.849864,-2.647277,1402,1,Europe/Madrid,,,
1380,Antonio Amat 2,42.841343,-2.645043,1380,1,Europe/Madrid,,,
1373,Teodoro Dublang / Bustinzuri,42.844290,-2.688630,1373,1,Europe/Madrid,,,
1181,Olaguibel / Ambulatorio,42.845833,-2.665582,1181,1,Europe/Madrid,,,
1049,Jacinto Benavente / Florida,42.841990,-2.658399,1049,1,Europe/Madrid,,,
1368,Derechos Humanos / Paseo Eskibel,42.841355,-2.698488,1368,1,Europe/Madrid,,,
1261,Wellington,42.859909,-2.691930,1261,1,Europe/Madrid,,,
1001,Intermodal,42.859520,-2.680170,1001,1,Europe/Madrid,,,
1067,Jose Atxotegi / Txagorritxu,42.855444,-2.688280,1067,1,Europe/Madrid,,,
1358,Consultas externas,42.854223,-2.691701,1358,1,Europe/Madrid,,,
1016,Adriano VI / Bustinzuri,42.848715,-2.686201,1016,1,Europe/Madrid,,,
1068,Mexico / Residencia,42.853335,-2.687455,1068,1,Europe/Madrid,,,
1188,Urartea / Alibarra,42.864184,-2.712239,1188,1,Europe/Madrid,,,
1296,Prado,42.845845,-2.675210,1296,1,Europe/Madrid,,,
1033,Castro Urdiales,42.838940,-2.665750,1033,1,Europe/Madrid,,,
1031,Nieves Cano / Unibersitatea,42.838560,-2.672520,1031,1,Europe/Madrid,,,
1212,Basaldea / Zurripitieta,42.843647,-2.732244,1212,1,Europe/Madrid,,,
1369,Zabalgana 38,42.843984,-2.696601,1369,1,Europe/Madrid,,,
1173,Av. Los Huetos / Antonio Machado,42.854973,-2.705121,1173,1,Europe/Madrid,,,
1398,Bake kalea  -  Paz,42.845745,-2.668094,1398,1,Europe/Madrid,,,
1209,Arriurdina / Júndiz,42.834763,-2.734678,1209,1,Europe/Madrid,,,
1042,Zaramaga / Boulevard,42.860920,-2.668490,1042,1,Europe/Madrid,,,
1014,Teodoro Dublang 49,42.843184,-2.684404,1014,1,Europe/Madrid,,,
1375,Antonio Amat 24,42.838594,-2.647696,1375,1,Europe/Madrid,,,
